base;orth;interp_signs;lex_classes;proper_names;verb12;bigrams;trigrams;tok_count;doc_name;true
"chyba:3;swój:1;sam:1;wszystek:1;dobrze:1;że:1;pod:2;aż:1;tak:1;dla:1;dać:7;ten:1;ty:4;na:3;każdy:1;by:2;przed:1;mój:5;stary:2;się:3;wrócić:2;coś:1;mieć:3;nie:3;być:2;noc:1;ja:9;już:1;on:6;złoty:1;i:2;pójść:1;nowy:1;w:5;przy:1;twój:3;z:5";"co:2;ze:1;że:1;pod:2;aż:1;tak:1;dla:1;przy:1;przed:1;ja:3;nich:3;jej:2;ją:1;te:1;się:3;nie:3;by:2;już:1;ma:1;i:2;mi:6;w:5;na:3;z:4";"colon:1;comma:23;question_mark:3;semicolon:3;fullstop:7";"aglt_count:2;impt_count:6;verb_count:37;comp_count:4;conj_count:2;interp_count:46;prep_count:18;fin_count:18;adj_count:58;qub_count:13;ppron12_count:13;inf_count:3;ppron3_count:6;noun_count:74;subst_count:55;praet_count:8;adv_count:7";first_names:1;18;"qub_inf:1;interp_subst:13;adv_fin:3;adv_qub:1;adj_impt:1;subst_prep:5;conj_fin:1;interp_comp:4;adj_fin:1;subst_qub:2;qub_fin:4;praet_subst:1;subst_interp:22;comp_qub:2;impt_subst:1;ppron12_subst:3;empty_interp:7;impt_prep:2;comp_adj:1;fin_adv:1;qub_prep:2;interp_adj:4;empty_qub:3;adj_subst:15;interp_inf:1;ppron12_inf:1;subst_ppron12:4;interp_empty:10;adj_adj:2;ppron3_subst:2;qub_interp:1;ppron3_praet:1;subst_fin:5;fin_qub:1;adv_adv:1;interp_adv:1;prep_ppron3:4;praet_aglt:2;fin_adj:5;fin_ppron12:2;praet_prep:1;interp_qub:2;subst_subst:7;adj_prep:1;adj_interp:7;ppron3_qub:1;fin_ppron3:1;ppron3_adj:1;adj_adv:1;conj_subst:1;ppron3_adv:1;adv_ppron12:1;adv_interp:1;inf_qub:1;ppron12_fin:3;interp_prep:2;prep_ppron12:1;subst_adv:2;prep_adj:6;inf_interp:2;interp_fin:1;ppron12_praet:1;comp_ppron3:1;praet_ppron12:1;praet_interp:1;impt_ppron12:3;interp_impt:5;fin_prep:5;interp_conj:2;ppron12_adj:4;qub_subst:2;qub_praet:3;fin_subst:1;fin_interp:2;adj_ppron12:1;aglt_interp:2;interp_praet:1;subst_adj:6;prep_subst:7;ppron12_interp:1";"ppron12_adj_subst:2;fin_prep_adj:2;adv_fin_prep:1;subst_interp_prep:1;ppron12_praet_subst:1;subst_adj_prep:1;subst_interp_praet:1;comp_qub_prep:1;interp_adj_adv:1;adv_adv_fin:1;qub_prep_ppron12:1;qub_fin_ppron12:2;adv_interp_subst:1;impt_prep_ppron3:2;adj_adj_interp:2;comp_ppron3_adv:1;interp_subst_adv:1;interp_empty_empty:10;interp_subst_adj:2;interp_comp_qub:2;adj_interp_impt:1;subst_ppron12_adj:1;empty_empty_interp:7;conj_fin_prep:1;comp_qub_fin:1;qub_praet_interp:1;subst_adv_adv:1;subst_subst_qub:1;ppron3_adj_subst:1;qub_fin_adj:1;interp_inf_qub:1;empty_qub_subst:2;adj_subst_adv:1;praet_aglt_interp:2;fin_ppron3_qub:1;interp_qub_fin:2;prep_ppron12_inf:1;adj_interp_subst:1;prep_subst_adj:1;fin_adv_interp:1;adj_interp_empty:3;prep_subst_interp:1;subst_interp_comp:3;ppron3_praet_aglt:1;prep_ppron3_subst:2;subst_adj_adj:1;aglt_interp_adj:1;inf_qub_fin:1;inf_interp_adv:1;interp_fin_prep:1;interp_subst_fin:2;interp_prep_subst:1;prep_subst_prep:2;interp_subst_prep:1;inf_interp_qub:1;qub_subst_subst:1;empty_interp_subst:6;interp_impt_ppron12:3;adj_adv_fin:1;ppron3_subst_prep:1;empty_interp_fin:1;interp_comp_ppron3:1;subst_interp_conj:1;adj_impt_subst:1;interp_subst_ppron12:4;aglt_interp_subst:1;subst_prep_ppron3:1;fin_qub_inf:1;impt_ppron12_subst:1;interp_comp_adj:1;praet_ppron12_adj:1;comp_adj_subst:1;adj_interp_prep:1;adj_subst_interp:10;interp_impt_prep:2;adj_interp_adj:1;subst_fin_ppron3:1;fin_adj_subst:3;interp_prep_adj:1;adv_fin_adv:1;subst_interp_adj:2;subst_prep_adj:3;adv_fin_interp:1;ppron3_qub_interp:1;praet_interp_conj:1;impt_ppron12_adj:1;qub_inf_interp:1;subst_subst_prep:1;subst_interp_qub:1;subst_ppron12_fin:3;ppron12_subst_interp:2;prep_subst_subst:2;ppron3_adv_qub:1;qub_interp_comp:1;subst_adj_ppron12:1;adj_subst_fin:2;adj_subst_qub:1;interp_adj_subst:2;interp_adj_impt:1;adj_ppron12_adj:1;fin_adj_interp:1;empty_qub_prep:1;praet_prep_subst:1;interp_subst_interp:2;impt_subst_interp:1;subst_fin_interp:1;interp_subst_subst:1;prep_ppron3_adj:1;subst_fin_adj:1;fin_interp_empty:2;subst_subst_subst:1;subst_subst_interp:4;fin_ppron12_subst:2;adj_subst_adj:1;subst_adj_subst:1;qub_fin_qub:1;subst_adj_interp:2;prep_subst_fin:1;prep_ppron3_praet:1;interp_conj_subst:1;adv_qub_praet:1;qub_praet_aglt:1;adv_ppron12_praet:1;ppron12_inf_interp:1;conj_subst_interp:1;prep_adj_fin:1;empty_empty_qub:3;ppron12_interp_impt:1;qub_praet_prep:1;subst_fin_prep:2;impt_ppron12_interp:1;subst_interp_inf:1;subst_interp_impt:3;ppron3_subst_subst:1;interp_adv_ppron12:1;subst_qub_praet:2;subst_prep_subst:1;subst_adv_fin:1;praet_subst_interp:1;interp_conj_fin:1;qub_prep_ppron3:1;fin_adj_adj:1;adj_fin_subst:1;qub_subst_adj:1;prep_adj_subst:5;fin_subst_subst:1;ppron12_subst_adj:1;ppron12_fin_adj:3;ppron12_adj_interp:2;subst_interp_empty:5;interp_praet_ppron12:1;subst_interp_subst:4;adj_prep_subst:1;fin_prep_subst:3";226;"/mnt/requests/fextor2/progress/78aaf7ccb59fa708ee5a7faf52bb5700878950eb/leszczynski-nianka.txt;/mnt/requests/fextor2/progress/78aaf7ccb59fa708ee5a7faf52bb5700878950eb/leszczynski-nianka.txt";true
